classificaiton,data_point_value,vocabulary_code,data_point_value_synonym,favor_more_specific
Primary CNS Histology,choriocarcinoma (9100/3),9100/3,choriocarcinoma,NULL
Primary CNS Histology,choriocarcinoma (9100/3),9100/3,chorioepithelioma,NULL
Primary CNS Histology,choriocarcinoma (9100/3),9100/3,chorionepithelioma,NULL
Primary CNS Histology,hemangioma (9120/0),9120/0,angioma,NULL
Primary CNS Histology,hemangioma (9120/0),9120/0,cherry hemangioma,NULL
Primary CNS Histology,hemangioma (9120/0),9120/0,chorioangioma,NULL
Primary CNS Histology,hemangioma (9120/0),9120/0,glomeruloid hemangioma,NULL
Primary CNS Histology,hemangioma (9120/0),9120/0,hemangioma,NULL
Primary CNS Histology,hemangioma (9120/0),9120/0,hobnail hemangioma,NULL
Primary CNS Histology,hemangioma (9120/0),9120/0,microvenular hemangioma,NULL
Primary CNS Histology,hemangioma (9120/0),9120/0,sinusoidal hemangioma,NULL
Primary CNS Histology,hemangioma (9120/0),9120/0,spindle cell hemangioma,NULL
Primary CNS Histology,hemangiosarcoma (9120/3),9120/3,angiosarcoma,NULL
Primary CNS Histology,hemangiosarcoma (9120/3),9120/3,hemangiosarcoma,NULL
Primary CNS Histology,epithelioid hemangioendothelioma (9133/3),9133/3,epithelioid hemangioendothelioma,NULL
Primary CNS Histology,epithelioid hemangioendothelioma (9133/3),9133/3,epithelioid hemangioendothelioma malignant,NULL
Primary CNS Histology,epithelioid hemangioendothelioma (9133/3),9133/3,intravascular bronchial alveolar tumor,NULL
Primary CNS Histology,epithelioid hemangioendothelioma (9133/3),9133/3,malignant epithelioid hemangioendothelioma,NULL
Primary CNS Histology,kaposi sarcoma (9140/3),9140/3,kaposi sarcoma,NULL
Primary CNS Histology,kaposi sarcoma (9140/3),9140/3,multiple hemorrhagic sarcoma,NULL
Primary CNS Histology,hemangioblastoma (9161/1),9161/1,angioblastoma,NULL
Primary CNS Histology,hemangioblastoma (9161/1),9161/1,hemangioblastoma,NULL
Primary CNS Histology,osteoma (9180/0),9180/0,osteoma,NULL
Primary CNS Histology,osteosarcoma (9180/3),9180/3,extraskeletal osteosarcoma,NULL
Primary CNS Histology,osteosarcoma (9180/3),9180/3,osteoblastic sarcoma,NULL
Primary CNS Histology,osteosarcoma (9180/3),9180/3,osteochondrosarcoma,NULL
Primary CNS Histology,osteosarcoma (9180/3),9180/3,osteogenic sarcoma,NULL
Primary CNS Histology,osteosarcoma (9180/3),9180/3,osteosarcoma,NULL
Primary CNS Histology,osteosarcoma (9180/3),9180/3,osteosarcoma extraskeletal,NULL
Primary CNS Histology,osteoblastoma (9200/0),9200/0,giant osteoid osteoma,NULL
Primary CNS Histology,osteoblastoma (9200/0),9200/0,osteoblastoma,NULL
Primary CNS Histology,osteochondroma (9210/0),9210/0,cartilaginous exostosis,NULL
Primary CNS Histology,osteochondroma (9210/0),9210/0,ecchondroma,NULL
Primary CNS Histology,osteochondroma (9210/0),9210/0,osteocartilaginous exostosis,NULL
Primary CNS Histology,osteochondroma (9210/0),9210/0,osteochondroma,NULL
Primary CNS Histology,chondroma (9220/0),9220/0,chondroma,NULL
Primary CNS Histology,chondroma (9220/0),9220/0,enchondroma,NULL
Primary CNS Histology,chondrosarcoma (9220/3),9220/3,chondrosarcoma,NULL
Primary CNS Histology,chondrosarcoma (9220/3),9220/3,chondrosarcoma grade 2,NULL
Primary CNS Histology,chondrosarcoma (9220/3),9220/3,chondrosarcoma grade 3,NULL
Primary CNS Histology,chondrosarcoma (9220/3),9220/3,fibrochondrosarcoma,NULL
Primary CNS Histology,chondrosarcoma (9220/3),9220/3,grade 2 chondrosarcoma,NULL
Primary CNS Histology,chondrosarcoma (9220/3),9220/3,grade 3 chondrosarcoma,NULL
Primary CNS Histology,craniopharyngioma (9350/1),9350/1,craniopharyngioma,NULL
Primary CNS Histology,craniopharyngioma (9350/1),9350/1,rathke pouch tumor,NULL
Primary CNS Histology,"craniopharyngioma, adamantinomatous (9351/1)",9351/1,adamantinomatous craniopharyngioma,NULL
Primary CNS Histology,"craniopharyngioma, adamantinomatous (9351/1)",9351/1,craniopharyngioma adamantinomatous,NULL
Primary CNS Histology,"craniopharyngioma, adamantinomatous (9351/1)",9351/1,"craniopharyngioma, adamantinomatous",NULL
Primary CNS Histology,"craniopharyngioma, papillary (9352/1)",9352/1,craniopharyngioma papillary,NULL
Primary CNS Histology,"craniopharyngioma, papillary (9352/1)",9352/1,"craniopharyngioma, papillary",NULL
Primary CNS Histology,"craniopharyngioma, papillary (9352/1)",9352/1,papillary craniopharyngioma,NULL
Primary CNS Histology,pinealoma (9360/1),9360/1,pinealoma,NULL
Primary CNS Histology,pineocytoma (9361/1),9361/1,pineocytoma,NULL
Primary CNS Histology,pineoblastoma (9362/3),9362/3,mixed pineal tumor,NULL
Primary CNS Histology,pineoblastoma (9362/3),9362/3,mixed pineocytoma-pineoblastoma,NULL
Primary CNS Histology,pineoblastoma (9362/3),9362/3,pineal parenchymal tumor of intermediate differentiation,NULL
Primary CNS Histology,pineoblastoma (9362/3),9362/3,pineoblastoma,NULL
Primary CNS Histology,pineoblastoma (9362/3),9362/3,transitional pineal tumor,NULL
Primary CNS Histology,ewing sarcoma (9364/3),9364/3,ewing sarcoma,NULL
Primary CNS Histology,ewing sarcoma (9364/3),9364/3,neuroectodermal tumor,NULL
Primary CNS Histology,ewing sarcoma (9364/3),9364/3,peripheral neuroectodermal tumor,NULL
Primary CNS Histology,ewing sarcoma (9364/3),9364/3,peripheral primitive neuroectodermal tumor,NULL
Primary CNS Histology,ewing sarcoma (9364/3),9364/3,ppnet,NULL
Primary CNS Histology,chordoma (9370/3),9370/3,chordoma,NULL
Primary CNS Histology,chondroid chordoma (9371/3),9371/3,chondroid chordoma,NULL
Primary CNS Histology,dedifferentiated chordoma (9372/3),9372/3,dedifferentiated chordoma,NULL
Primary CNS Histology,"glioma, malignant (9380/3)",9380/3,glioma,TRUE
Primary CNS Histology,"glioma, malignant (9380/3)",9380/3,glioma malignant,TRUE
Primary CNS Histology,"glioma, malignant (9380/3)",9380/3,"glioma, malignant",TRUE
Primary CNS Histology,"glioma, malignant (9380/3)",9380/3,malignant glioma,TRUE
Primary CNS Histology,gliomatosis cerebri (9381/3),9381/3,gliomatosis cerebri,NULL
Primary CNS Histology,oligoastrocytoma (9382/3),9382/3,anaplastic oligoastrocytoma,NULL
Primary CNS Histology,oligoastrocytoma (9382/3),9382/3,mixed glioma,NULL
Primary CNS Histology,oligoastrocytoma (9382/3),9382/3,oligoastrocytoma,NULL
Primary CNS Histology,subependymoma (9383/1),9383/1,mixed subependymoma-ependymoma,NULL
Primary CNS Histology,subependymoma (9383/1),9383/1,subependymal astrocytoma,NULL
Primary CNS Histology,subependymoma (9383/1),9383/1,subependymal glioma,NULL
Primary CNS Histology,subependymoma (9383/1),9383/1,subependymoma,NULL
Primary CNS Histology,subependymal giant cell astrocytoma (9384/1),9384/1,subependymal giant cell astrocytoma,NULL
Primary CNS Histology,"diffuse midline glioma, h3 k27m-mutant (9385/3)",9385/3,diffuse intrinsic pontine glioma h3 k27m-mutant,NULL
Primary CNS Histology,"diffuse midline glioma, h3 k27m-mutant (9385/3)",9385/3,diffuse midline glioma h3 k27m-mutant,NULL
Primary CNS Histology,"diffuse midline glioma, h3 k27m-mutant (9385/3)",9385/3,"diffuse midline glioma, h3 k27m-mutant",NULL
Primary CNS Histology,"diffuse midline glioma, h3 k27m-mutant (9385/3)",9385/3,h3 k27m-mutant diffuse intrinsic pontine glioma,NULL
Primary CNS Histology,"diffuse midline glioma, h3 k27m-mutant (9385/3)",9385/3,h3 k27m-mutant diffuse midline glioma,NULL
Primary CNS Histology,choroid plexus papilloma (9390/0),9390/0,choroid plexus papilloma,NULL
Primary CNS Histology,atypical choroid plexus papilloma (9390/1),9390/1,atypical choroid plexus papilloma,NULL
Primary CNS Histology,choroid plexus carcinoma (9390/3),9390/3,anaplastic choroid plexus papilloma,NULL
Primary CNS Histology,choroid plexus carcinoma (9390/3),9390/3,choroid plexus carcinoma,NULL
Primary CNS Histology,choroid plexus carcinoma (9390/3),9390/3,choroid plexus papilloma anaplastic,NULL
Primary CNS Histology,choroid plexus carcinoma (9390/3),9390/3,choroid plexus papilloma malignant,NULL
Primary CNS Histology,choroid plexus carcinoma (9390/3),9390/3,malignant choroid plexus papilloma,NULL
Primary CNS Histology,sellar ependymoma (9391/1),9391/1,sellar ependymoma,NULL
Primary CNS Histology,ependymoma (9391/3),9391/3,cellular ependymoma,NULL
Primary CNS Histology,ependymoma (9391/3),9391/3,clear cell ependymoma,NULL
Primary CNS Histology,ependymoma (9391/3),9391/3,ependymoma,NULL
Primary CNS Histology,ependymoma (9391/3),9391/3,epithelial ependymoma,NULL
Primary CNS Histology,ependymoma (9391/3),9391/3,tanycytic ependymoma,NULL
Primary CNS Histology,"ependymoma, anaplastic (9392/3)",9392/3,anaplastic ependymoma,NULL
Primary CNS Histology,"ependymoma, anaplastic (9392/3)",9392/3,ependymoblastoma,NULL
Primary CNS Histology,"ependymoma, anaplastic (9392/3)",9392/3,ependymoma anaplastic,NULL
Primary CNS Histology,"ependymoma, anaplastic (9392/3)",9392/3,"ependymoma, anaplastic",NULL
Primary CNS Histology,papillary ependymoma (9393/3),9393/3,papillary ependymoma,NULL
Primary CNS Histology,myxopapillary ependymoma (9394/1),9394/1,myxopapillary ependymoma,NULL
Primary CNS Histology,papillary tumor of the pineal region (9395/3),9395/3,papillary tumor of the pineal region,NULL
Primary CNS Histology,"ependymoma, rela fusion-positive (9396/3)",9396/3,ependymoma rela fusion-positive,NULL
Primary CNS Histology,"ependymoma, rela fusion-positive (9396/3)",9396/3,"ependymoma, rela fusion-positive",NULL
Primary CNS Histology,"ependymoma, rela fusion-positive (9396/3)",9396/3,rela fusion-positive ependymoma,NULL
Primary CNS Histology,astrocytoma (9400/3),9400/3,astrocytic glioma,NULL
Primary CNS Histology,astrocytoma (9400/3),9400/3,astrocytoma,NULL
Primary CNS Histology,astrocytoma (9400/3),9400/3,astrocytoma low grade,NULL
Primary CNS Histology,astrocytoma (9400/3),9400/3,astroglioma,NULL
Primary CNS Histology,astrocytoma (9400/3),9400/3,cystic astrocytoma,NULL
Primary CNS Histology,astrocytoma (9400/3),9400/3,diffuse astrocytoma,NULL
Primary CNS Histology,astrocytoma (9400/3),9400/3,diffuse astrocytoma idh-mutant,NULL
Primary CNS Histology,astrocytoma (9400/3),9400/3,diffuse astrocytoma idh-wildtype,NULL
Primary CNS Histology,astrocytoma (9400/3),9400/3,diffuse astrocytoma low grade,NULL
Primary CNS Histology,astrocytoma (9400/3),9400/3,idh-mutant diffuse astrocytoma,NULL
Primary CNS Histology,astrocytoma (9400/3),9400/3,idh-wildtype diffuse astrocytoma,NULL
Primary CNS Histology,astrocytoma (9400/3),9400/3,low grade astrocytoma,NULL
Primary CNS Histology,astrocytoma (9400/3),9400/3,low grade diffuse astrocytoma,NULL
Primary CNS Histology,"astrocytoma, anaplastic (9401/3)",9401/3,anaplastic astrocytoma,NULL
Primary CNS Histology,"astrocytoma, anaplastic (9401/3)",9401/3,astrocytoma anaplastic,NULL
Primary CNS Histology,"astrocytoma, anaplastic (9401/3)",9401/3,astrocytoma anaplastic idh-mutant,NULL
Primary CNS Histology,"astrocytoma, anaplastic (9401/3)",9401/3,astrocytoma anaplastic idh-wildtype,NULL
Primary CNS Histology,"astrocytoma, anaplastic (9401/3)",9401/3,"astrocytoma, anaplastic",NULL
Primary CNS Histology,"astrocytoma, anaplastic (9401/3)",9401/3,idh-mutant anaplastic astrocytoma,NULL
Primary CNS Histology,"astrocytoma, anaplastic (9401/3)",9401/3,idh-wildtype anaplastic astrocytoma,NULL
Primary CNS Histology,protoplasmic astrocytoma (9410/3),9410/3,protoplasmic astrocytoma,NULL
Primary CNS Histology,gemistocytic astrocytoma (9411/3),9411/3,gemistocytc astrocytoma idh-mutant,NULL
Primary CNS Histology,gemistocytic astrocytoma (9411/3),9411/3,gemistocytic astrocytoma,NULL
Primary CNS Histology,gemistocytic astrocytoma (9411/3),9411/3,gemistocytoma,NULL
Primary CNS Histology,gemistocytic astrocytoma (9411/3),9411/3,idh-mutant gemistocytc astrocytoma,NULL
Primary CNS Histology,desmoplastic infantile astrocytoma (9412/1),9412/1,desmoplastic infantile astrocytoma,NULL
Primary CNS Histology,desmoplastic infantile astrocytoma (9412/1),9412/1,desmoplastic infantile ganglioglioma,NULL
Primary CNS Histology,dysembryoplastic neuroepithelial tumor (9413/0),9413/0,dysembryoplastic neuroepithelial tumor,NULL
Primary CNS Histology,fibrillary astrocytoma (9420/3),9420/3,fibrillary astrocytoma,NULL
Primary CNS Histology,fibrillary astrocytoma (9420/3),9420/3,fibrous astrocytoma,NULL
Primary CNS Histology,pilocytic astrocytoma (9421/1),9421/1,juvenile astrocytoma,NULL
Primary CNS Histology,pilocytic astrocytoma (9421/1),9421/1,pilocytic astrocytoma,NULL
Primary CNS Histology,pilocytic astrocytoma (9421/1),9421/1,piloid astrocytoma,NULL
Primary CNS Histology,pilocytic astrocytoma (9421/1),9421/1,spongioblastoma,NULL
Primary CNS Histology,polar spongioblastoma (9423/3),9423/3,polar spongioblastoma,NULL
Primary CNS Histology,polar spongioblastoma (9423/3),9423/3,primitive polar spongioblastoma,NULL
Primary CNS Histology,polar spongioblastoma (9423/3),9423/3,spongioblastoma polare,NULL
Primary CNS Histology,pleomorphic xanthoastrocytoma (9424/3),9424/3,anaplastic pleomorphic xanthoastrocytoma,NULL
Primary CNS Histology,pleomorphic xanthoastrocytoma (9424/3),9424/3,pleomorphic xanthoastrocytoma,NULL
Primary CNS Histology,pilomyxoid astrocytoma (9425/3),9425/3,pilomyxoid astrocytoma,NULL
Primary CNS Histology,astroblastoma (9430/3),9430/3,astroblastoma,NULL
Primary CNS Histology,angiocentric glioma (9431/1),9431/1,angiocentric glioma,NULL
Primary CNS Histology,pituicytoma (9432/1),9432/1,pituicytoma,NULL
Primary CNS Histology,glioblastoma (9440/3),9440/3,diffuse intrinsic pontine glioma,NULL
Primary CNS Histology,glioblastoma (9440/3),9440/3,diffuse midline glioma,NULL
Primary CNS Histology,glioblastoma (9440/3),9440/3,epithelioid glioblastoma,NULL
Primary CNS Histology,glioblastoma (9440/3),9440/3,glioblastoma,NULL
Primary CNS Histology,glioblastoma (9440/3),9440/3,glioblastoma idh-wildtype,NULL
Primary CNS Histology,glioblastoma (9440/3),9440/3,glioblastoma multiforme,NULL
Primary CNS Histology,glioblastoma (9440/3),9440/3,glioblastoma primary,NULL
Primary CNS Histology,glioblastoma (9440/3),9440/3,idh-wildtype glioblastoma,NULL
Primary CNS Histology,glioblastoma (9440/3),9440/3,primary glioblastoma,NULL
Primary CNS Histology,glioblastoma (9440/3),9440/3,spongioblastoma multiforme,NULL
Primary CNS Histology,giant cell glioblastoma (9441/3),9441/3,giant cell glioblastoma,NULL
Primary CNS Histology,giant cell glioblastoma (9441/3),9441/3,monstrocellular sarcoma,NULL
Primary CNS Histology,gliofibroma (9442/1),9442/1,gliofibroma,NULL
Primary CNS Histology,gliosarcoma (9442/3),9442/3,glioblastoma with sarcomatous component,NULL
Primary CNS Histology,gliosarcoma (9442/3),9442/3,gliosarcoma,NULL
Primary CNS Histology,chordoid glioma (9444/1),9444/1,chordoid glioma,NULL
Primary CNS Histology,chordoid glioma (9444/1),9444/1,chordoid glioma of third ventricle,NULL
Primary CNS Histology,"glioblastoma, idh-mutant (9445/3)",9445/3,glioblastoma idh-mutant,NULL
Primary CNS Histology,"glioblastoma, idh-mutant (9445/3)",9445/3,glioblastoma secondary,NULL
Primary CNS Histology,"glioblastoma, idh-mutant (9445/3)",9445/3,glioblastoma secondary idh-mutant,NULL
Primary CNS Histology,"glioblastoma, idh-mutant (9445/3)",9445/3,"glioblastoma, idh-mutant",NULL
Primary CNS Histology,"glioblastoma, idh-mutant (9445/3)",9445/3,idh-mutant glioblastoma,NULL
Primary CNS Histology,"glioblastoma, idh-mutant (9445/3)",9445/3,idh-mutant secondary glioblastoma,NULL
Primary CNS Histology,"glioblastoma, idh-mutant (9445/3)",9445/3,secondary glioblastoma,NULL
Primary CNS Histology,oligodendroglioma (9450/3),9450/3,idh-mutant and 1p/19q-codeleted oligodendroglioma,NULL
Primary CNS Histology,oligodendroglioma (9450/3),9450/3,oligodendroglioma,NULL
Primary CNS Histology,oligodendroglioma (9450/3),9450/3,oligodendroglioma idh-mutant and 1p/19q-codeleted,NULL
Primary CNS Histology,"oligodendroglioma, anaplastic (9451/3)",9451/3,anaplastic oligodendroglioma,NULL
Primary CNS Histology,"oligodendroglioma, anaplastic (9451/3)",9451/3,idh-mutant and 1p/19q codeleted anaplastic oligodendroglioma,NULL
Primary CNS Histology,"oligodendroglioma, anaplastic (9451/3)",9451/3,oligodendroglioma anaplastic,NULL
Primary CNS Histology,"oligodendroglioma, anaplastic (9451/3)",9451/3,oligodendroglioma anaplastic idh-mutant and 1p/19q codeleted,NULL
Primary CNS Histology,"oligodendroglioma, anaplastic (9451/3)",9451/3,"oligodendroglioma, anaplastic",NULL
Primary CNS Histology,oligodendroblastoma (9460/3),9460/3,oligodendroblastoma,NULL
Primary CNS Histology,medulloblastoma (9470/3),9470/3,classic medulloblastoma,NULL
Primary CNS Histology,medulloblastoma (9470/3),9470/3,medulloblastoma,NULL
Primary CNS Histology,medulloblastoma (9470/3),9470/3,melanotic medulloblastoma,NULL
Primary CNS Histology,desmoplastic nodular medulloblastoma (9471/3),9471/3,circumscribed arachnoidal cerebellar sarcoma,NULL
Primary CNS Histology,desmoplastic nodular medulloblastoma (9471/3),9471/3,desmoplastic medulloblastoma,NULL
Primary CNS Histology,desmoplastic nodular medulloblastoma (9471/3),9471/3,desmoplastic nodular medulloblastoma,NULL
Primary CNS Histology,desmoplastic nodular medulloblastoma (9471/3),9471/3,medulloblastoma shh activated,NULL
Primary CNS Histology,desmoplastic nodular medulloblastoma (9471/3),9471/3,medulloblastoma shh-activated and tp53-wildtype,NULL
Primary CNS Histology,desmoplastic nodular medulloblastoma (9471/3),9471/3,medulloblastoma with extensive nodularity,NULL
Primary CNS Histology,desmoplastic nodular medulloblastoma (9471/3),9471/3,shh activated medulloblastoma,NULL
Primary CNS Histology,desmoplastic nodular medulloblastoma (9471/3),9471/3,shh-activated and tp53-wildtype medulloblastoma,NULL
Primary CNS Histology,medullomyoblastoma (9472/3),9472/3,medullomyoblastoma,NULL
Primary CNS Histology,cns embryonal tumor (9473/3),9473/3,central primitive neuroectodermal tumor,NULL
Primary CNS Histology,cns embryonal tumor (9473/3),9473/3,cns embryonal tumor,NULL
Primary CNS Histology,cns embryonal tumor (9473/3),9473/3,cpnet,NULL
Primary CNS Histology,cns embryonal tumor (9473/3),9473/3,pnet,NULL
Primary CNS Histology,cns embryonal tumor (9473/3),9473/3,primitive neuroectodermal tumor,NULL
Primary CNS Histology,cns embryonal tumor (9473/3),9473/3,supratentorial pnet,NULL
Primary CNS Histology,large cell medulloblastoma (9474/3),9474/3,anaplastic medulloblastoma,NULL
Primary CNS Histology,large cell medulloblastoma (9474/3),9474/3,large cell medulloblastoma,NULL
Primary CNS Histology,"medullobloastoma, wnt-activated (9475/3)",9475/3,anaplastic type wnt-activated medulloblastoma,NULL
Primary CNS Histology,"medullobloastoma, wnt-activated (9475/3)",9475/3,classic wnt-activated medulloblastoma,NULL
Primary CNS Histology,"medullobloastoma, wnt-activated (9475/3)",9475/3,large cell type wnt-activated medulloblastoma,NULL
Primary CNS Histology,"medullobloastoma, wnt-activated (9475/3)",9475/3,medulloblastoma wnt-activated anaplastic type,NULL
Primary CNS Histology,"medullobloastoma, wnt-activated (9475/3)",9475/3,medulloblastoma wnt-activated classic,NULL
Primary CNS Histology,"medullobloastoma, wnt-activated (9475/3)",9475/3,medulloblastoma wnt-activated large cell type,NULL
Primary CNS Histology,"medullobloastoma, wnt-activated (9475/3)",9475/3,medullobloastoma wnt-activated,NULL
Primary CNS Histology,"medullobloastoma, wnt-activated (9475/3)",9475/3,"medullobloastoma, wnt-activated",NULL
Primary CNS Histology,"medullobloastoma, wnt-activated (9475/3)",9475/3,wnt-activated medullobloastoma,NULL
Primary CNS Histology,"medulloblastoma, shh-activated and tp53-mutant (9476/3)",9476/3,medulloblastoma shh-activated and tp53-mutant,NULL
Primary CNS Histology,"medulloblastoma, shh-activated and tp53-mutant (9476/3)",9476/3,"medulloblastoma, shh-activated and tp53-mutant",NULL
Primary CNS Histology,"medulloblastoma, shh-activated and tp53-mutant (9476/3)",9476/3,shh-activated and tp53-mutant medulloblastoma,NULL
Primary CNS Histology,"medulloblastoma, non-wnt/non-shh (9477/3)",9477/3,group 3 medulloblastoma,NULL
Primary CNS Histology,"medulloblastoma, non-wnt/non-shh (9477/3)",9477/3,group 4 medulloblastoma,NULL
Primary CNS Histology,"medulloblastoma, non-wnt/non-shh (9477/3)",9477/3,medulloblastoma group 3,NULL
Primary CNS Histology,"medulloblastoma, non-wnt/non-shh (9477/3)",9477/3,medulloblastoma group 4,NULL
Primary CNS Histology,"medulloblastoma, non-wnt/non-shh (9477/3)",9477/3,medulloblastoma non-wnt/non-shh,NULL
Primary CNS Histology,"medulloblastoma, non-wnt/non-shh (9477/3)",9477/3,"medulloblastoma, non-wnt/non-shh",NULL
Primary CNS Histology,"medulloblastoma, non-wnt/non-shh (9477/3)",9477/3,non-wnt/non-shh medulloblastoma,NULL
Primary CNS Histology,embryonal tumor with multilayered rosettes with c19mc alteration (9478/3),9478/3,embryonal tumor with multilayered rosettes,NULL
Primary CNS Histology,embryonal tumor with multilayered rosettes with c19mc alteration (9478/3),9478/3,embryonal tumor with multilayered rosettes with c19mc alteration,NULL
Primary CNS Histology,cerebellar sarcoma (9480/3),9480/3,cerebellar sarcoma,NULL
Primary CNS Histology,ganglioneuroma (9490/0),9490/0,ganglioneuroma,NULL
Primary CNS Histology,ganglioneuroblastoma (9490/3),9490/3,cns ganglioneuroblastoma,NULL
Primary CNS Histology,ganglioneuroblastoma (9490/3),9490/3,ganglioneuroblastoma,NULL
Primary CNS Histology,gangliocytoma (9492/0),9492/0,gangliocytoma,NULL
Primary CNS Histology,dysplastic gangliocytoma of cerebellum (lhermitte-duclos) (9493/0),9493/0,dysplastic gangliocytoma of cerebellum (lhermitte-duclos),NULL
Primary CNS Histology,neuroblastoma (9500/3),9500/3,central neuroblastoma,NULL
Primary CNS Histology,neuroblastoma (9500/3),9500/3,cns neuroblastoma,NULL
Primary CNS Histology,neuroblastoma (9500/3),9500/3,neuroblastoma,NULL
Primary CNS Histology,neuroblastoma (9500/3),9500/3,sympathicoblastoma,NULL
Primary CNS Histology,medulloepithelioma (9501/3),9501/3,diktyoma malignant,NULL
Primary CNS Histology,medulloepithelioma (9501/3),9501/3,malignant diktyoma,NULL
Primary CNS Histology,medulloepithelioma (9501/3),9501/3,medulloepithelioma,NULL
Primary CNS Histology,ganglioglioma (9505/1),9505/1,ganglioglioma,NULL
Primary CNS Histology,ganglioglioma (9505/1),9505/1,glioneuroma,NULL
Primary CNS Histology,ganglioglioma (9505/1),9505/1,neuroastrocytoma,NULL
Primary CNS Histology,"ganglioglioma, anaplastic (9505/3)",9505/3,anaplastic ganglioglioma,NULL
Primary CNS Histology,"ganglioglioma, anaplastic (9505/3)",9505/3,ganglioglioma anaplastic,NULL
Primary CNS Histology,"ganglioglioma, anaplastic (9505/3)",9505/3,"ganglioglioma, anaplastic",NULL
Primary CNS Histology,central neurocytoma (9506/1),9506/1,central neurocytoma,NULL
Primary CNS Histology,central neurocytoma (9506/1),9506/1,cerebellar liponeurocytoma,NULL
Primary CNS Histology,central neurocytoma (9506/1),9506/1,extraventricular neurocytoma,NULL
Primary CNS Histology,central neurocytoma (9506/1),9506/1,lipomatous medulloblastoma,NULL
Primary CNS Histology,central neurocytoma (9506/1),9506/1,medullocytoma,NULL
Primary CNS Histology,central neurocytoma (9506/1),9506/1,neurocytoma,NULL
Primary CNS Histology,central neurocytoma (9506/1),9506/1,neurolipocytoma,NULL
Primary CNS Histology,atypical teratoid/rhabdoid tumor (9508/3),9508/3,atypical teratoid/rhabdoid tumor,NULL
Primary CNS Histology,atypical teratoid/rhabdoid tumor (9508/3),9508/3,cns embryonal tumor with rhabdoid features,NULL
Primary CNS Histology,papillary glioneuronal tumor (9509/1),9509/1,papillary glioneuronal tumor,NULL
Primary CNS Histology,papillary glioneuronal tumor (9509/1),9509/1,rosette-forming glioneuronal tumor,NULL
Primary CNS Histology,retinoblastoma (9510/3),9510/3,retinoblastoma,NULL
Primary CNS Histology,olfactory neuroblastoma (9522/3),9522/3,esthesioneuroblastoma,NULL
Primary CNS Histology,olfactory neuroblastoma (9522/3),9522/3,olfactory neuroblastoma,NULL
Primary CNS Histology,meningioma (9530/0),9530/0,lymphoplasmacyte-rich meningioma,NULL
Primary CNS Histology,meningioma (9530/0),9530/0,meningioma,NULL
Primary CNS Histology,meningioma (9530/0),9530/0,meninigoma,NULL
Primary CNS Histology,meningioma (9530/0),9530/0,metaplastic meningioma,NULL
Primary CNS Histology,meningioma (9530/0),9530/0,microcystic meningioma,NULL
Primary CNS Histology,meningioma (9530/0),9530/0,secretory meningioma,NULL
Primary CNS Histology,"meningioma, malignant (9530/3)",9530/3,anaplastic meningioma,NULL
Primary CNS Histology,"meningioma, malignant (9530/3)",9530/3,leptomeningeal sarcoma,NULL
Primary CNS Histology,"meningioma, malignant (9530/3)",9530/3,malignant meningioma,NULL
Primary CNS Histology,"meningioma, malignant (9530/3)",9530/3,meningeal sarcoma,NULL
Primary CNS Histology,"meningioma, malignant (9530/3)",9530/3,meningioma anaplastic,NULL
Primary CNS Histology,"meningioma, malignant (9530/3)",9530/3,meningioma malignant,NULL
Primary CNS Histology,"meningioma, malignant (9530/3)",9530/3,"meningioma, malignant",NULL
Primary CNS Histology,"meningioma, malignant (9530/3)",9530/3,meningothelial sarcoma,NULL
Primary CNS Histology,meningothelial meningioma (9531/0),9531/0,endotheliomatous meningioma,NULL
Primary CNS Histology,meningothelial meningioma (9531/0),9531/0,meningothelial meningioma,NULL
Primary CNS Histology,meningothelial meningioma (9531/0),9531/0,syncytial meningioma,NULL
Primary CNS Histology,fibrous meningioma (9532/0),9532/0,fibroblastic meningioma,NULL
Primary CNS Histology,fibrous meningioma (9532/0),9532/0,fibrous meningioma,NULL
Primary CNS Histology,psammomatous meningioma (9533/0),9533/0,psammomatous meningioma,NULL
Primary CNS Histology,angiomatous meningioma (9534/0),9534/0,angiomatous meningioma,NULL
Primary CNS Histology,transitional meningioma (9537/0),9537/0,mixed meningioma,NULL
Primary CNS Histology,transitional meningioma (9537/0),9537/0,transitional meningioma,NULL
Primary CNS Histology,clear cell meningioma (9538/1),9538/1,chordoid meningioma,NULL
Primary CNS Histology,clear cell meningioma (9538/1),9538/1,clear cell meningioma,NULL
Primary CNS Histology,papillary meningioma (9538/3),9538/3,papillary meningioma,NULL
Primary CNS Histology,papillary meningioma (9538/3),9538/3,rhabdoid meningioma,NULL
Primary CNS Histology,atypical meningioma (9539/1),9539/1,atypical meningioma,NULL
Primary CNS Histology,neurofibroma (9540/0),9540/0,neurofibroma,NULL
Primary CNS Histology,malignant peripheral nerve sheath tumor (9540/3),9540/3,malignant peripheral nerve sheath tumor,NULL
Primary CNS Histology,malignant peripheral nerve sheath tumor (9540/3),9540/3,melanotic mpnst,NULL
Primary CNS Histology,malignant peripheral nerve sheath tumor (9540/3),9540/3,melanotic psammomatous mpnst,NULL
Primary CNS Histology,malignant peripheral nerve sheath tumor (9540/3),9540/3,mpnst,NULL
Primary CNS Histology,malignant peripheral nerve sheath tumor (9540/3),9540/3,mpnst with glandular differentiation,NULL
