"classificaiton","data_point_value","vocabulary_code","data_point_value_synonym","favor_more_specific"
"Primary Site","external ear (c44.2)","C44.2","ear",NULL
"Primary Site","external ear (c44.2)","C44.2","ear canal",NULL
"Primary Site","external ear (c44.2)","C44.2","ear lobule",NULL
"Primary Site","external ear (c44.2)","C44.2","earlobe",NULL
"Primary Site","external ear (c44.2)","C44.2","external auditory canal",NULL
"Primary Site","external ear (c44.2)","C44.2","external auditory meatus",NULL
"Primary Site","external ear (c44.2)","C44.2","external auricular canal",NULL
"Primary Site","external ear (c44.2)","C44.2","external ear",NULL
"Primary Site","external ear (c44.2)","C44.2","helix",NULL
"Primary Site","external ear (c44.2)","C44.2","pinna",NULL
"Primary Site","external ear (c44.2)","C44.2","skin of auricle",NULL
"Primary Site","external ear (c44.2)","C44.2","skin of ear",NULL
"Primary Site","external ear (c44.2)","C44.2","tragus",NULL
"Primary Site","skin of other and unspecified parts of face (c44.3)","C44.3","ala nasi",NULL
"Primary Site","skin of other and unspecified parts of face (c44.3)","C44.3","brow",NULL
"Primary Site","skin of other and unspecified parts of face (c44.3)","C44.3","chin",NULL
"Primary Site","skin of other and unspecified parts of face (c44.3)","C44.3","columnella",NULL
"Primary Site","skin of other and unspecified parts of face (c44.3)","C44.3","external cheek",NULL
"Primary Site","skin of other and unspecified parts of face (c44.3)","C44.3","external nose",NULL
"Primary Site","skin of other and unspecified parts of face (c44.3)","C44.3","eyebrow",NULL
"Primary Site","skin of other and unspecified parts of face (c44.3)","C44.3","forehead",NULL
"Primary Site","skin of other and unspecified parts of face (c44.3)","C44.3","skin of other and unspecified parts of face",NULL
"Primary Site","skin of other and unspecified parts of face (c44.3)","C44.3","temple",NULL
"Primary Site","skin of trunk (c44.5)","C44.5","perianal skin",NULL
"Primary Site","skin of trunk (c44.5)","C44.5","skin of trunk",NULL
"Primary Site","skin of trunk (c44.5)","C44.5","umbilicus",NULL
"Primary Site","skin of upper limb and shoulder (c44.6)","C44.6","finger nail",NULL
"Primary Site","skin of upper limb and shoulder (c44.6)","C44.6","palmar skin",NULL
"Primary Site","skin of upper limb and shoulder (c44.6)","C44.6","skin of upper limb and shoulder",NULL
"Primary Site","skin of lower limb and hip (c44.7)","C44.7","plantar skin",NULL
"Primary Site","skin of lower limb and hip (c44.7)","C44.7","skin of lower limb and hip",NULL
"Primary Site","skin of lower limb and hip (c44.7)","C44.7","sole of foot",NULL
"Primary Site","skin of lower limb and hip (c44.7)","C44.7","toe nail",NULL
"Primary Site","overlapping lesion of skin (c44.8)","C44.8","overlapping lesion of skin",NULL
"Primary Site","skin (c44.9)","C44.9","c51.0 skin of vulva c51.9 skin of penis c60.9 and skin of scrotum c63.2)",NULL
"Primary Site","skin (c44.9)","C44.9","skin",NULL
"Primary Site","skin (c44.9)","C44.9","skin of penis c60.9 and skin of scrotum c63.2) skin of vulva c51.9 c51.0",NULL
"Primary Site","peripheral nerves and autonomic nervous system of head, face, and neck (c47.0)","C47.0","and neck face peripheral nerves and autonomic nervous system of head",NULL
"Primary Site","peripheral nerves and autonomic nervous system of head, face, and neck (c47.0)","C47.0","cervical plexus",NULL
"Primary Site","peripheral nerves and autonomic nervous system of head, face, and neck (c47.0)","C47.0","peripheral nerves and autonomic nervous system of head face and neck",NULL
"Primary Site","peripheral nerves and autonomic nervous system of head, face, and neck (c47.0)","C47.0","peripheral nerves and autonomic nervous system of head, face, and neck",NULL
"Primary Site","peripheral nerves and autonomic nervous system of upper limb and shoulder (c47.1)","C47.1","brachial nerve",NULL
"Primary Site","peripheral nerves and autonomic nervous system of upper limb and shoulder (c47.1)","C47.1","brachial plexus",NULL
"Primary Site","peripheral nerves and autonomic nervous system of upper limb and shoulder (c47.1)","C47.1","median nerve",NULL
"Primary Site","peripheral nerves and autonomic nervous system of upper limb and shoulder (c47.1)","C47.1","peripheral nerves and autonomic nervous system of upper limb and shoulder",NULL
"Primary Site","peripheral nerves and autonomic nervous system of upper limb and shoulder (c47.1)","C47.1","radial nerve",NULL
"Primary Site","peripheral nerves and autonomic nervous system of upper limb and shoulder (c47.1)","C47.1","ulnar nerve",NULL
"Primary Site","peripheral nerves and autonomic nervous system of lower limband hip (c47.2)","C47.2","femoral nerve",NULL
"Primary Site","peripheral nerves and autonomic nervous system of lower limband hip (c47.2)","C47.2","obturator nerve",NULL
"Primary Site","peripheral nerves and autonomic nervous system of lower limband hip (c47.2)","C47.2","peripheral nerves and autonomic nervous system of lower limband hip",NULL
"Primary Site","peripheral nerves and autonomic nervous system of lower limband hip (c47.2)","C47.2","sciatic nerve",NULL
"Primary Site","peripheral nerves and autonomic nervous system of thorax (c47.3)","C47.3","intercostal nerve",NULL
"Primary Site","peripheral nerves and autonomic nervous system of thorax (c47.3)","C47.3","peripheral nerves and autonomic nervous system of thorax",NULL
"Primary Site","peripheral nerves and autonomic nervous system of abdomen (c47.4)","C47.4","peripheral nerves and autonomic nervous system of abdomen",NULL
"Primary Site","peripheral nerves and autonomic nervous system of pelvis (c47.5)","C47.5","lumbosacral plexus",NULL
"Primary Site","peripheral nerves and autonomic nervous system of pelvis (c47.5)","C47.5","peripheral nerves and autonomic nervous system of pelvis",NULL
"Primary Site","peripheral nerves and autonomic nervous system of pelvis (c47.5)","C47.5","sacral nerve",NULL
"Primary Site","peripheral nerves and autonomic nervous system of pelvis (c47.5)","C47.5","sacral plexus",NULL
"Primary Site","peripheral nerves and autonomic nervous system of trunk (c47.6)","C47.6","lumbar nerve",NULL
"Primary Site","peripheral nerves and autonomic nervous system of trunk (c47.6)","C47.6","peripheral nerves and autonomic nervous system of trunk",NULL
"Primary Site","overlapping lesion of peripheral nerves and autonomic nervous system (c47.8)","C47.8","overlapping lesion of peripheral nerves and autonomic nervous system",NULL
"Primary Site","autonomic nervous system (c47.9)","C47.9","autonomic nervous system",NULL
"Primary Site","autonomic nervous system (c47.9)","C47.9","ganglia",NULL
"Primary Site","autonomic nervous system (c47.9)","C47.9","nerve",NULL
"Primary Site","autonomic nervous system (c47.9)","C47.9","parasympathetic nervous system",NULL
"Primary Site","autonomic nervous system (c47.9)","C47.9","peripheral nerve",NULL
"Primary Site","autonomic nervous system (c47.9)","C47.9","spinal nerve",NULL
"Primary Site","autonomic nervous system (c47.9)","C47.9","sympathetic nervous system",NULL
"Primary Site","retroperitoneum (c48.0)","C48.0","periadrenal tissue",NULL
"Primary Site","retroperitoneum (c48.0)","C48.0","perinephric tissue",NULL
"Primary Site","retroperitoneum (c48.0)","C48.0","peripancreatic tissue",NULL
"Primary Site","retroperitoneum (c48.0)","C48.0","perirenal tissue",NULL
"Primary Site","retroperitoneum (c48.0)","C48.0","retrocecal tissue",NULL
"Primary Site","retroperitoneum (c48.0)","C48.0","retroperitoneal tissue",NULL
"Primary Site","retroperitoneum (c48.0)","C48.0","retroperitoneum",NULL
"Primary Site","specified parts of peritoneum (c48.1)","C48.1","cul de sac",NULL
"Primary Site","specified parts of peritoneum (c48.1)","C48.1","mesentery",NULL
"Primary Site","specified parts of peritoneum (c48.1)","C48.1","mesoappendix",NULL
"Primary Site","specified parts of peritoneum (c48.1)","C48.1","mesocolon",NULL
"Primary Site","specified parts of peritoneum (c48.1)","C48.1","omentum",NULL
"Primary Site","specified parts of peritoneum (c48.1)","C48.1","pelvic peritoneum",NULL
"Primary Site","specified parts of peritoneum (c48.1)","C48.1","pouch of douglas",NULL
"Primary Site","specified parts of peritoneum (c48.1)","C48.1","rectouterine pouch",NULL
"Primary Site","specified parts of peritoneum (c48.1)","C48.1","specified parts of peritoneum",NULL
"Primary Site","peritoneum (c48.2)","C48.2","peritoneal cavity",NULL
"Primary Site","peritoneum (c48.2)","C48.2","peritoneum",NULL
"Primary Site","overlapping lesion of retroperitoneum and peritoneum (c48.8)","C48.8","overlapping lesion of retroperitoneum and peritoneum",NULL
"Primary Site","connective, subcutaneous and other soft tissues of head, face, and neck (c49.0)","C49.0","and neck face subcutaneous and other soft tissues of head connective",NULL
"Primary Site","connective, subcutaneous and other soft tissues of head, face, and neck (c49.0)","C49.0","auricular cartilage",NULL
"Primary Site","connective, subcutaneous and other soft tissues of head, face, and neck (c49.0)","C49.0","c69.6 and nasal cartilage c30.0)",NULL
"Primary Site","connective, subcutaneous and other soft tissues of head, face, and neck (c49.0)","C49.0","carotid artery",NULL
"Primary Site","connective, subcutaneous and other soft tissues of head, face, and neck (c49.0)","C49.0","cartilage of ear",NULL
"Primary Site","connective, subcutaneous and other soft tissues of head, face, and neck (c49.0)","C49.0","connective subcutaneous and other soft tissues of head face and neck",NULL
"Primary Site","connective, subcutaneous and other soft tissues of head, face, and neck (c49.0)","C49.0","connective, subcutaneous and other soft tissues of head, face, and neck",NULL
"Primary Site","connective, subcutaneous and other soft tissues of head, face, and neck (c49.0)","C49.0","masseter muscle",NULL
"Primary Site","connective, subcutaneous and other soft tissues of head, face, and neck (c49.0)","C49.0","sternocleidomastoid muscle",NULL
"Primary Site","connective, subcutaneous and other soft tissues of upper limb and shoulder (c49.1)","C49.1","biceps brachii muscle",NULL
"Primary Site","connective, subcutaneous and other soft tissues of upper limb and shoulder (c49.1)","C49.1","brachialis muscle",NULL
"Primary Site","connective, subcutaneous and other soft tissues of upper limb and shoulder (c49.1)","C49.1","connective subcutaneous and other soft tissues of upper limb and shoulder",NULL
"Primary Site","connective, subcutaneous and other soft tissues of upper limb and shoulder (c49.1)","C49.1","connective, subcutaneous and other soft tissues of upper limb and shoulder",NULL
"Primary Site","connective, subcutaneous and other soft tissues of upper limb and shoulder (c49.1)","C49.1","coracobrachialis muscle",NULL
"Primary Site","connective, subcutaneous and other soft tissues of upper limb and shoulder (c49.1)","C49.1","deltoideus muscle",NULL
"Primary Site","connective, subcutaneous and other soft tissues of upper limb and shoulder (c49.1)","C49.1","palmar aponeurosis",NULL
"Primary Site","connective, subcutaneous and other soft tissues of upper limb and shoulder (c49.1)","C49.1","palmar fascia",NULL
"Primary Site","connective, subcutaneous and other soft tissues of upper limb and shoulder (c49.1)","C49.1","radial artery",NULL
"Primary Site","connective, subcutaneous and other soft tissues of upper limb and shoulder (c49.1)","C49.1","subcutaneous and other soft tissues of upper limb and shoulder connective",NULL
"Primary Site","connective, subcutaneous and other soft tissues of upper limb and shoulder (c49.1)","C49.1","triceps brachii muscle",NULL
"Primary Site","connective, subcutaneous and other soft tissues of upper limb and shoulder (c49.1)","C49.1","ulnar artery",NULL
"Primary Site","connective, subcutaneous and other soft tissues of lower limb and hip (c49.2)","C49.2","biceps femoris muscle",NULL
"Primary Site","connective, subcutaneous and other soft tissues of lower limb and hip (c49.2)","C49.2","connective subcutaneous and other soft tissues of lower limb and hip",NULL
"Primary Site","connective, subcutaneous and other soft tissues of lower limb and hip (c49.2)","C49.2","connective, subcutaneous and other soft tissues of lower limb and hip",NULL
"Primary Site","connective, subcutaneous and other soft tissues of lower limb and hip (c49.2)","C49.2","femoral artery",NULL
"Primary Site","connective, subcutaneous and other soft tissues of lower limb and hip (c49.2)","C49.2","gastrocnemius muscle",NULL
"Primary Site","connective, subcutaneous and other soft tissues of lower limb and hip (c49.2)","C49.2","plantar aponeurosis",NULL
"Primary Site","connective, subcutaneous and other soft tissues of lower limb and hip (c49.2)","C49.2","plantar fascia",NULL
"Primary Site","connective, subcutaneous and other soft tissues of lower limb and hip (c49.2)","C49.2","quadriceps femoris muscle",NULL
"Primary Site","connective, subcutaneous and other soft tissues of lower limb and hip (c49.2)","C49.2","subcutaneous and other soft tissues of lower limb and hip connective",NULL
"Primary Site","connective, subcutaneous and other soft tissues of thorax (c49.3)","C49.3","aorta",NULL
"Primary Site","connective, subcutaneous and other soft tissues of thorax (c49.3)","C49.3","axillary artery",NULL
"Primary Site","connective, subcutaneous and other soft tissues of thorax (c49.3)","C49.3","c38._)",NULL
"Primary Site","connective, subcutaneous and other soft tissues of thorax (c49.3)","C49.3","connective subcutaneous and other soft tissues of thorax",NULL
"Primary Site","connective, subcutaneous and other soft tissues of thorax (c49.3)","C49.3","connective, subcutaneous and other soft tissues of thorax",NULL
"Primary Site","connective, subcutaneous and other soft tissues of thorax (c49.3)","C49.3","diaphragm",NULL
"Primary Site","connective, subcutaneous and other soft tissues of thorax (c49.3)","C49.3","intercostal muscle",NULL
"Primary Site","connective, subcutaneous and other soft tissues of thorax (c49.3)","C49.3","internal mammary artery",NULL
"Primary Site","connective, subcutaneous and other soft tissues of thorax (c49.3)","C49.3","latissimus dorsi muscle",NULL
"Primary Site","connective, subcutaneous and other soft tissues of thorax (c49.3)","C49.3","pectoralis major muscle",NULL
"Primary Site","connective, subcutaneous and other soft tissues of thorax (c49.3)","C49.3","subclavian artery",NULL
"Primary Site","connective, subcutaneous and other soft tissues of thorax (c49.3)","C49.3","subcutaneous and other soft tissues of thorax connective",NULL
"Primary Site","connective, subcutaneous and other soft tissues of thorax (c49.3)","C49.3","superior vena cava",NULL
"Primary Site","connective, subcutaneous and other soft tissues of thorax (c49.3)","C49.3","thoracic duct",NULL
"Primary Site","connective, subcutaneous and other soft tissues of thorax (c49.3)","C49.3","trapezius muscle",NULL
"Primary Site","connective, subcutaneous and other soft tissues of abdomen (c49.4)","C49.4","abdominal aorta",NULL
"Primary Site","connective, subcutaneous and other soft tissues of abdomen (c49.4)","C49.4","abdominal vena cava",NULL
"Primary Site","connective, subcutaneous and other soft tissues of abdomen (c49.4)","C49.4","abdominal wall muscle",NULL
"Primary Site","connective, subcutaneous and other soft tissues of abdomen (c49.4)","C49.4","celiac artery",NULL
"Primary Site","connective, subcutaneous and other soft tissues of abdomen (c49.4)","C49.4","connective subcutaneous and other soft tissues of abdomen",NULL
"Primary Site","connective, subcutaneous and other soft tissues of abdomen (c49.4)","C49.4","connective, subcutaneous and other soft tissues of abdomen",NULL
"Primary Site","connective, subcutaneous and other soft tissues of abdomen (c49.4)","C49.4","iliopsoas muscle",NULL
"Primary Site","connective, subcutaneous and other soft tissues of abdomen (c49.4)","C49.4","inferior vena cava",NULL
"Primary Site","connective, subcutaneous and other soft tissues of abdomen (c49.4)","C49.4","mesenteric artery",NULL
"Primary Site","connective, subcutaneous and other soft tissues of abdomen (c49.4)","C49.4","psoas muscle",NULL
"Primary Site","connective, subcutaneous and other soft tissues of abdomen (c49.4)","C49.4","rectus abdominis muscle",NULL
"Primary Site","connective, subcutaneous and other soft tissues of abdomen (c49.4)","C49.4","renal artery",NULL
"Primary Site","connective, subcutaneous and other soft tissues of abdomen (c49.4)","C49.4","subcutaneous and other soft tissues of abdomen connective",NULL
"Primary Site","connective, subcutaneous and other soft tissues of abdomen (c49.4)","C49.4","vena cava",NULL
"Primary Site","connective, subcutaneous and other soft tissues of pelvis (c49.5)","C49.5","connective subcutaneous and other soft tissues of pelvis",NULL
"Primary Site","connective, subcutaneous and other soft tissues of pelvis (c49.5)","C49.5","connective, subcutaneous and other soft tissues of pelvis",NULL
"Primary Site","connective, subcutaneous and other soft tissues of pelvis (c49.5)","C49.5","gluteus maximus muscle",NULL
"Primary Site","connective, subcutaneous and other soft tissues of pelvis (c49.5)","C49.5","iliac artery",NULL
"Primary Site","connective, subcutaneous and other soft tissues of pelvis (c49.5)","C49.5","iliac vein",NULL
"Primary Site","connective, subcutaneous and other soft tissues of pelvis (c49.5)","C49.5","subcutaneous and other soft tissues of pelvis connective",NULL
"Primary Site","connective, subcutaneous and other soft tissues of trunk nos (c49.6)","C49.6","connective subcutaneous and other soft tissues of trunk nos",NULL
"Primary Site","connective, subcutaneous and other soft tissues of trunk nos (c49.6)","C49.6","connective, subcutaneous and other soft tissues of trunk nos",NULL
"Primary Site","connective, subcutaneous and other soft tissues of trunk nos (c49.6)","C49.6","subcutaneous and other soft tissues of trunk nos connective",NULL
"Primary Site","overlapping lesion of connective, subcutaneous and other soft tissues (c49.8)","C49.8","overlapping lesion of connective subcutaneous and other soft tissues",NULL
"Primary Site","overlapping lesion of connective, subcutaneous and other soft tissues (c49.8)","C49.8","overlapping lesion of connective, subcutaneous and other soft tissues",NULL
"Primary Site","overlapping lesion of connective, subcutaneous and other soft tissues (c49.8)","C49.8","subcutaneous and other soft tissues overlapping lesion of connective",NULL
"Primary Site","connective, subcutaneous and other soft tissues (c49.9)","C49.9","adipose tissue",NULL
"Primary Site","connective, subcutaneous and other soft tissues (c49.9)","C49.9","aponeurosis",NULL
"Primary Site","connective, subcutaneous and other soft tissues (c49.9)","C49.9","artery",NULL
"Primary Site","connective, subcutaneous and other soft tissues (c49.9)","C49.9","blood vessel",NULL
"Primary Site","connective, subcutaneous and other soft tissues (c49.9)","C49.9","bursa",NULL
"Primary Site","connective, subcutaneous and other soft tissues (c49.9)","C49.9","connective subcutaneous and other soft tissues",NULL
"Primary Site","connective, subcutaneous and other soft tissues (c49.9)","C49.9","connective tissue",NULL
"Primary Site","connective, subcutaneous and other soft tissues (c49.9)","C49.9","connective, subcutaneous and other soft tissues",NULL
"Primary Site","connective, subcutaneous and other soft tissues (c49.9)","C49.9","fascia",NULL
"Primary Site","connective, subcutaneous and other soft tissues (c49.9)","C49.9","fatty tissue",NULL
"Primary Site","connective, subcutaneous and other soft tissues (c49.9)","C49.9","fibrous tissue",NULL
"Primary Site","connective, subcutaneous and other soft tissues (c49.9)","C49.9","ligament",NULL
"Primary Site","connective, subcutaneous and other soft tissues (c49.9)","C49.9","lymphatic",NULL
"Primary Site","connective, subcutaneous and other soft tissues (c49.9)","C49.9","muscle",NULL
"Primary Site","connective, subcutaneous and other soft tissues (c49.9)","C49.9","skeletal muscle",NULL
"Primary Site","connective, subcutaneous and other soft tissues (c49.9)","C49.9","subcutaneous and other soft tissues connective",NULL
"Primary Site","connective, subcutaneous and other soft tissues (c49.9)","C49.9","subcutaneous tissue",NULL
"Primary Site","connective, subcutaneous and other soft tissues (c49.9)","C49.9","synovia",NULL
"Primary Site","connective, subcutaneous and other soft tissues (c49.9)","C49.9","tendon",NULL
"Primary Site","connective, subcutaneous and other soft tissues (c49.9)","C49.9","tendon sheath",NULL
"Primary Site","connective, subcutaneous and other soft tissues (c49.9)","C49.9","vein",NULL
"Primary Site","connective, subcutaneous and other soft tissues (c49.9)","C49.9","vessel",NULL
"Primary Site","nipple (c50.0)","C50.0","areola",NULL
"Primary Site","nipple (c50.0)","C50.0","nipple",NULL
"Primary Site","central portion of breast (c50.1)","C50.1","central portion of breast",NULL
"Primary Site","upper-inner quadrant of breast (c50.2)","C50.2","upper-inner quadrant of breast",NULL
"Primary Site","lower-inner quadrant of breast (c50.3)","C50.3","lower-inner quadrant of breast",NULL
"Primary Site","upper-outer quadrant of breast (c50.4)","C50.4","upper-outer quadrant of breast",NULL
"Primary Site","lower-outer quadrant of breast (c50.5)","C50.5","lower-outer quadrant of breast",NULL
"Primary Site","axillary tail of breast (c50.6)","C50.6","axillary tail of breast",NULL
"Primary Site","axillary tail of breast (c50.6)","C50.6","tail of breast",NULL
"Primary Site","overlapping lesion of breast (c50.8)","C50.8","inner breast",NULL
"Primary Site","overlapping lesion of breast (c50.8)","C50.8","lower breast",NULL
"Primary Site","overlapping lesion of breast (c50.8)","C50.8","midline of breast",NULL
"Primary Site","overlapping lesion of breast (c50.8)","C50.8","outer breast",NULL
"Primary Site","overlapping lesion of breast (c50.8)","C50.8","overlapping lesion of breast",NULL
"Primary Site","overlapping lesion of breast (c50.8)","C50.8","upper breast",NULL
"Primary Site","breast (c50.9)","C50.9","breast",NULL
"Primary Site","breast (c50.9)","C50.9","mammary gland",NULL
"Primary Site","labium majus (c51.0)","C51.0","bartholin gland",NULL
"Primary Site","labium majus (c51.0)","C51.0","labia majora",NULL
"Primary Site","labium majus (c51.0)","C51.0","labium majus",NULL
"Primary Site","labium majus (c51.0)","C51.0","skin of labia majora",NULL
"Primary Site","labium minus (c51.1)","C51.1","labia minora",NULL
"Primary Site","labium minus (c51.1)","C51.1","labium minus",NULL
"Primary Site","clitoris (c51.2)","C51.2","clitoris",NULL
"Primary Site","overlapping lesion of vulva (c51.8)","C51.8","overlapping lesion of vulva",NULL
"Primary Site","vulva (c51.9)","C51.9","external female genitalia",NULL
"Primary Site","vulva (c51.9)","C51.9","fourchette",NULL
"Primary Site","vulva (c51.9)","C51.9","labia",NULL
"Primary Site","vulva (c51.9)","C51.9","labium",NULL
"Primary Site","vulva (c51.9)","C51.9","mons pubis",NULL
"Primary Site","vulva (c51.9)","C51.9","mons veneris",NULL
"Primary Site","vulva (c51.9)","C51.9","pudendum",NULL
"Primary Site","vulva (c51.9)","C51.9","skin of vulva",NULL
"Primary Site","vulva (c51.9)","C51.9","vulva",NULL
"Primary Site","vagina (c52.9)","C52.9","fornix of vagina",NULL
"Primary Site","vagina (c52.9)","C52.9","gartner duct",NULL
"Primary Site","vagina (c52.9)","C52.9","hymen",NULL
"Primary Site","vagina (c52.9)","C52.9","vagina",NULL
"Primary Site","vagina (c52.9)","C52.9","vaginal vault",NULL
"Primary Site","endocervix (c53.0)","C53.0","cervical canal",NULL
"Primary Site","endocervix (c53.0)","C53.0","endocervical canal",NULL
"Primary Site","endocervix (c53.0)","C53.0","endocervical gland",NULL
"Primary Site","endocervix (c53.0)","C53.0","endocervix",NULL
"Primary Site","endocervix (c53.0)","C53.0","internal os",NULL
"Primary Site","endocervix (c53.0)","C53.0","nabothian gland",NULL
"Primary Site","exocervix (c53.1)","C53.1","exocervix",NULL
"Primary Site","exocervix (c53.1)","C53.1","external os",NULL
"Primary Site","overlapping lesion of cervix uteri (c53.8)","C53.8","cervical stump",NULL
"Primary Site","overlapping lesion of cervix uteri (c53.8)","C53.8","overlapping lesion of cervix uteri",NULL
"Primary Site","overlapping lesion of cervix uteri (c53.8)","C53.8","squamocolumnar junction of cervix",NULL
"Primary Site","cervix uteri (c53.9)","C53.9","cervix",NULL
"Primary Site","cervix uteri (c53.9)","C53.9","cervix uteri",NULL
"Primary Site","cervix uteri (c53.9)","C53.9","uterine cervix",NULL
"Primary Site","isthmus uteri (c54.0)","C54.0","isthmus uteri",NULL
"Primary Site","isthmus uteri (c54.0)","C54.0","lower uterine segment",NULL
"Primary Site","endometrium (c54.1)","C54.1","endometrial gland",NULL
"Primary Site","endometrium (c54.1)","C54.1","endometrial stroma",NULL
"Primary Site","endometrium (c54.1)","C54.1","endometrium",NULL
"Primary Site","myometrium (c54.2)","C54.2","myometrium",NULL
"Primary Site","fundus uteri (c54.3)","C54.3","fundus uteri",NULL
"Primary Site","overlapping lesion of corpus uteri (c54.8)","C54.8","overlapping lesion of corpus uteri",NULL
"Primary Site","corpus uteri (c54.9)","C54.9","body of uterus",NULL
"Primary Site","corpus uteri (c54.9)","C54.9","corpus uteri",NULL
"Primary Site","uterus (c55.9)","C55.9","uterine",NULL
"Primary Site","uterus (c55.9)","C55.9","uterus",NULL
"Primary Site","ovary (c56.9)","C56.9","ovary",NULL
"Primary Site","fallopian tube (c57.0)","C57.0","fallopian tube",NULL
"Primary Site","fallopian tube (c57.0)","C57.0","uterine tube",NULL
"Primary Site","broad ligament (c57.1)","C57.1","broad ligament",NULL
"Primary Site","broad ligament (c57.1)","C57.1","mesovarium",NULL
"Primary Site","broad ligament (c57.1)","C57.1","parovarian region",NULL
"Primary Site","round ligament (c57.2)","C57.2","round ligament",NULL
"Primary Site","parametrium (c57.3)","C57.3","parametrium",NULL
"Primary Site","parametrium (c57.3)","C57.3","uterine ligament",NULL
"Primary Site","parametrium (c57.3)","C57.3","uterosacral ligament",NULL
"Primary Site","uterine adnexa (c57.4)","C57.4","adnexa",NULL
"Primary Site","uterine adnexa (c57.4)","C57.4","uterine adnexa",NULL
"Primary Site","other specified parts of female genital organs (c57.7)","C57.7","other specified parts of female genital organs",NULL
"Primary Site","other specified parts of female genital organs (c57.7)","C57.7","wolffian body",NULL
"Primary Site","other specified parts of female genital organs (c57.7)","C57.7","wolffian duct",NULL
"Primary Site","overlapping lesion of female genital organs (c57.8)","C57.8","overlapping lesion of female genital organs",NULL
"Primary Site","overlapping lesion of female genital organs (c57.8)","C57.8","tubo-ovarian",NULL
"Primary Site","overlapping lesion of female genital organs (c57.8)","C57.8","utero-ovarian",NULL
"Primary Site","female genital tract (c57.9)","C57.9","female genital organs",NULL
"Primary Site","female genital tract (c57.9)","C57.9","female genital tract",NULL
"Primary Site","female genital tract (c57.9)","C57.9","female genitourinary tract",NULL
"Primary Site","female genital tract (c57.9)","C57.9","urethrovaginal septum",NULL
"Primary Site","female genital tract (c57.9)","C57.9","vesicocervical tissue",NULL
"Primary Site","female genital tract (c57.9)","C57.9","vesicovaginal septum",NULL
"Primary Site","placenta (c58.9)","C58.9","fetal membranes",NULL
"Primary Site","placenta (c58.9)","C58.9","placenta",NULL
"Primary Site","prepuce (c60.0)","C60.0","foreskin",NULL
"Primary Site","prepuce (c60.0)","C60.0","prepuce",NULL
"Primary Site","glans penis (c60.1)","C60.1","glans penis",NULL
"Primary Site","body of penis (c60.2)","C60.2","body of penis",NULL
"Primary Site","body of penis (c60.2)","C60.2","corpus cavernosum",NULL
"Primary Site","body of penis (c60.2)","C60.2","corpus of penis",NULL
"Primary Site","overlapping lesion of penis (c60.8)","C60.8","overlapping lesion of penis",NULL
"Primary Site","penis (c60.9)","C60.9","penis",NULL
"Primary Site","prostate gland (c61.9)","C61.9","prostate",NULL
"Primary Site","prostate gland (c61.9)","C61.9","prostate gland",NULL
"Primary Site","undescended testis (c62.0)","C62.0","ectopic testis (site of neoplasm)",NULL
"Primary Site","undescended testis (c62.0)","C62.0","retained testis (site of neoplasm)",NULL
"Primary Site","undescended testis (c62.0)","C62.0","undescended testis",NULL
"Primary Site","descended testis (c62.1)","C62.1","descended testis",NULL
"Primary Site","descended testis (c62.1)","C62.1","scrotal testis",NULL
"Primary Site","testis (c62.9)","C62.9","testicle",NULL
"Primary Site","testis (c62.9)","C62.9","testis",NULL
"Primary Site","epididymis (c63.0)","C63.0","epididymis",NULL
"Primary Site","spermatic cord (c63.1)","C63.1","spermatic cord",NULL
"Primary Site","spermatic cord (c63.1)","C63.1","vas deferens",NULL
"Primary Site","scrotum (c63.2)","C63.2","scrotum",NULL
"Primary Site","scrotum (c63.2)","C63.2","skin of scrotum",NULL
"Primary Site","other specified parts of male genital organs (c63.7)","C63.7","other specified parts of male genital organs",NULL
"Primary Site","other specified parts of male genital organs (c63.7)","C63.7","seminal vesicle",NULL
"Primary Site","other specified parts of male genital organs (c63.7)","C63.7","tunica vaginalis",NULL
"Primary Site","overlapping lesion of male genital organs note: (c63.8)","C63.8","overlapping lesion of male genital organs note:",NULL
"Primary Site","male genital organs (c63.9)","C63.9","male genital organs",NULL
"Primary Site","male genital organs (c63.9)","C63.9","male genital tract",NULL
"Primary Site","male genital organs (c63.9)","C63.9","male genitourinary tract",NULL
"Primary Site","kidney (c64.9)","C64.9","kidney",NULL
"Primary Site","kidney (c64.9)","C64.9","kidney parenchyma",NULL
"Primary Site","kidney (c64.9)","C64.9","renal",NULL
"Primary Site","renal pelvis (c65.9)","C65.9","pelvis of kidney",NULL
"Primary Site","renal pelvis (c65.9)","C65.9","pelviureteric junction",NULL
"Primary Site","renal pelvis (c65.9)","C65.9","renal calyces",NULL
"Primary Site","renal pelvis (c65.9)","C65.9","renal calyx",NULL
"Primary Site","renal pelvis (c65.9)","C65.9","renal pelvis",NULL
"Primary Site","ureter (c66.9)","C66.9","ureter",NULL
"Primary Site","trigone of bladder (c67.0)","C67.0","trigone of bladder",NULL
"Primary Site","dome of bladder (c67.1)","C67.1","dome of bladder",NULL
"Primary Site","lateral wall of bladder (c67.2)","C67.2","lateral wall of bladder",NULL
"Primary Site","anterior wall of bladder (c67.3)","C67.3","anterior wall of bladder",NULL
"Primary Site","posterior wall of bladder (c67.4)","C67.4","posterior wall of bladder",NULL
"Primary Site","bladder neck (c67.5)","C67.5","bladder neck",NULL
